HHKEY,ZIP_CODE,REC,FRE,CC_CARD,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,AMSPEND,PSSPEND,CCSPEND,AXSPEND,TMONSPEND,OMONSPEND,SMONSPEND,PREVPD,GMP,PROMOS,DAYS,MARKDOWN,CLASSES,COUPONS,NITEMS,STORES,VALPHON,WEB,MAILED,RESPONDED,LTP12FRE,CLUSTYPE,PERCRET,RESP
9915619,54313,127,3,1,0.32,0.21,0,0,0,0,0.32,0,0,0,0,0.13,0,0,0,0,90.48,22.5,0,0,0,86.99,0,0.41,14,699,0.4,6,0,15,2,Y,0,6,1,9,4,0.51,1
45437259,54304,238,1,0,0,0,0,0,0.62,0.37,0,0,0,0,0,0,0,0,1,0,0,158,0,0,0,0,0,0.69,12,670,0,2,0,2,1,Y,0,7,0,2,7,0,0
86167554,54302,184,3,0,0.12,0,0,0.08,0,0.35,0,0.12,0,0,0,0,0,0,0,0,57.5,25,0,0,0,0,0,0.06,3,217,0.49,4,0,6,2,N,0,0,0,20,1,0.45,1
1748274,54313,83,2,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.37,0,0,0,79,0,64,0,64,0,0.67,1,214,0.07,2,0,3,1,N,0,0,0,0,4,0,0
11710692,54449,84,1,0,0,0,0,0.42,0,0.57,0,0,0,0,0,0,0,0,0,0,0,112,0,112,0,112,0,0.67,1,84,0,2,0,2,1,Y,0,0,0,0,7,0,0
53458693,55446,36,3,1,0.29,0.02,0,0.1,0.17,0.07,0.04,0.26,0,0,0,0,0.01,0.02,0,0,224.42,113.5,326.66,489.08,0,489.08,0,0.58,8,188,0.18,10,2,27,4,Y,0,4,2,20,6,0,0
97372929,54481,362,1,0,0.73,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0.63,14,685,0,2,0,6,1,Y,0,6,0,4,7,0,0
3643812,54494,306,1,1,0.15,0,0,0,0.26,0,0.26,0,0,0,0.31,0,0,0,0,0,159.49,283.99,0,0,0,0,0,0.59,18,677,0.24,5,0,8,2,Y,0,7,0,7,4,0,0
8608067,54481,190,4,0,0.45,0,0,0,0,0,0,0.17,0,0.37,0,0,0,0,0,0,286.99,59.97,0,0,0,0,0,0.57,15,363,0.24,3,0,7,2,N,0,6,1,3,3,0,0
8947022,54467,229,1,1,0,0,0,0.29,0,0.7,0,0,0,0,0,0,0,0,0,0,0,81.98,0,0,0,0,0,0.51,5,677,0.16,2,0,3,1,Y,0,3,0,1,4,0,0
94260410,54474,356,1,0,0.18,0,0,0,0.51,0.27,0,0,0,0,0,0,0,0.02,0.27,0,0,211,0,0,0,0,0,0.69,13,356,0,4,0,4,1,N,0,6,0,0,7,0,0
54451415,54568,22,1,1,0,0.1,0.13,0,0.33,0,0,0,0,0,0,0.07,0.34,0,0.33,0,153,110.7,0,263.7,263.7,263.7,0,0.68,0,22,0.1,8,1,9,2,Y,0,0,0,1,7,0,0
87522251,54313,45,24,1,0.26,0.14,0.01,0.12,0.06,0.02,0.08,0.03,0.16,0,0.01,0.007157,0.03,0.02,0.06,0,736.62,1037.98,0,439.15,0,1285.48,229.13,0.46,14,315,0.38,21,0,99,3,Y,0,5,3,26,7,0,1
70715527,54603,14,4,0,0.32,0,0,0.08,0,0,0.05,0.2,0.13,0,0,0,0,0.08,0,242.98,0,9,0,174.99,174.99,243.98,0,0.42,2,266,0.25,9,0,13,2,Y,0,0,0,5,7,0.11,0
30835567,54661,53,5,0,0.37,0,0,0.03,0.24,0.13,0,0.08,0,0,0,0,0,0,0.16,0,207.22,307.97,0,182.97,0,330.95,190.49,0.53,15,397,0.22,7,0,18,2,Y,0,7,3,11,7,0.15,1
6304452,54603,45,12,1,0.21,0.004412,0.02,0.1,0.19,0.14,0.01,0.07,0.06,0,0,0.02,0.07,0,0.05,10.24,272.5,2037.16,0,492.66,0,1124.31,454.63,0.47,17,492,0.26,20,4,98,4,Y,1,10,4,20,7,0.04,1
33486062,54650,104,2,1,0.43,0,0,0,0.38,0.11,0,0,0,0,0,0,0.06,0,0.19,18,101.09,343.78,0,0,0,462.87,0,0.62,3,161,0.1,5,1,11,3,Y,0,1,0,13,3,0,0
38975860,54669,29,2,0,0.04,0,0,0.08,0.45,0,0.08,0.17,0.14,0,0,0,0.01,0,0,0,0,101.45,145.15,145.15,145.15,145.15,0,0.32,3,265,0.36,9,0,10,2,Y,0,1,0,3,7,0,0
78867928,54650,62,26,1,0.18,0,0,0.03,0.21,0,0.03,0.07,0,0,0,0,0.01,0.02,0,0,328.15,207.35,0,23.99,0,0,113.6,0.33,20,637,0.38,17,1,49,2,Y,0,9,3,70,1,0.76,0
8788750,54612,104,1,0,0.37,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,78.97,0,0,0,78.97,0,0.49,2,381,0.07,2,0,3,1,Y,0,0,0,3,7,0,0
90201069,54603,214,4,0,0.2,0,0,0.21,0.21,0.26,0.04,0,0,0,0,0,0.05,0,0,0,36.75,420.96,0,0,0,0,0,0.57,14,614,0.1,7,0,12,2,Y,0,8,1,9,7,0,0
57808362,54660,20,1,1,0.06,0,0,0,0.23,0.13,0,0.13,0,0,0,0.12,0.3,0.01,0.36,308.7,0,154.8,0,463.5,463.5,463.5,0,0.68,0,20,0.1,10,1,12,2,Y,0,0,0,11,7,0,1
91787091,54601,96,6,1,0.23,0.04,0,0,0.47,0.07,0.1,0.07,0,0,0,0,0,0,0,0,434.94,54.99,0,0,0,104.97,29.99,0.5,16,525,0.21,8,1,15,3,Y,0,9,3,21,6,0,0
76627415,54603,59,7,0,0.28,0.02,0.18,0.07,0.07,0,0.06,0,0.2,0,0,0,0.04,0.05,0,23.4,381.19,164,0,59.39,0,240.37,95.99,0.52,15,677,0.26,13,2,22,3,Y,0,9,3,41,7,0,0
62765253,54601,5,13,1,0.44,0.05,0,0.11,0,0.05,0.03,0,0,0,0,0,0.04,0.04,0.07,20,364.17,225.3,0,118,0,339.47,193.39,0.57,16,581,0.2,13,2,33,3,Y,0,10,3,29,7,0.28,0
84177652,54601,113,2,0,0.17,0,0,0,0,0.68,0,0,0,0,0,0,0.14,0,0,0,0,142.5,0,0,0,20,0,0.58,7,478,0.27,3,0,4,1,Y,0,1,0,2,7,0,0
67982379,54601,127,3,0,0.74,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.48,0,0,0,188.48,0,0.48,16,531,0.22,3,1,10,1,Y,1,9,2,13,4,0,0
40211730,54660,83,5,0,0.21,0.04,0.02,0.04,0.29,0.08,0.13,0.06,0.06,0,0,0.01,0,0.00908,0,2.09,99.98,678.79,0,234.03,0,510.95,0,0.48,11,698,0.17,16,0,30,3,Y,0,4,0,9,4,0,0
7302486,54601,226,5,0,0,0,0,0,0.25,0,0,0,0,0,0.32,0,0.04,0,0,20,0,111.5,0,0,0,0,0,0.65,21,568,0.24,7,0,9,4,Y,0,11,1,17,4,2.23,0
36407353,54660,36,7,0,0.12,0.03,0.3,0.07,0.11,0,0.04,0.07,0,0,0,0,0.02,0,0,0,0,11,386.11,288.17,0,393.11,69.97,0.45,10,377,0.16,10,0,28,4,N,0,2,0,13,7,0.27,0
8144380,54656,64,8,1,0.07,0.03,0,0.06,0.46,0.11,0.06,0.07,0.007174,0,0,0.02,0.01,0,0.06,702.17,130.74,31.84,0,22.99,0,561.22,0,0.48,20,692,0.25,17,3,25,3,Y,0,9,3,19,7,0.07,0
2412286,54629,79,3,1,0.1,0,0,0.44,0,0.21,0,0,0,0,0,0,0,0,0,77.97,0,30,0,28.97,0,62.97,0,0.16,15,482,0.33,3,0,7,2,Y,0,7,1,7,7,0.31,0
79567076,54665,57,3,1,0.09,0.07,0.07,0.13,0.26,0.09,0,0.21,0,0,0,0,0.03,0,0.36,11.24,309.13,46.79,0,118.17,0,367.16,0,0.52,13,570,0.23,8,1,14,3,Y,0,8,0,21,7,0,0
21256324,54601,27,6,1,0.17,0.11,0.04,0.08,0.17,0.13,0.14,0,0.06,0,0,0.01,0,0.04,0,0,712.1,22.99,0,175.96,50.98,678.12,0,0.49,8,698,0.21,15,1,33,3,Y,0,4,2,3,7,0,0
99766197,54636,127,5,1,0.04,0.04,0,0.07,0.17,0,0,0.11,0.12,0,0,0,0,0,0.11,0,0,233.98,0,0,0,97,0,0.67,7,478,0.14,6,0,7,2,Y,1,6,2,8,7,0.75,0
22304327,54650,23,7,1,0.17,0.01,0.01,0.13,0.25,0.1,0,0.06,0.1,0,0,0,0.02,0.01,0.07,20,138.71,514.52,0,594.73,0,594.73,0,0.38,2,219,0.36,13,1,31,3,Y,0,0,0,28,3,0.1,1
41476118,54658,265,2,0,0.44,0,0,0,0.15,0.26,0,0,0,0,0,0.09,0.03,0,0.26,27.47,59.49,133,0,0,0,0,0,0.53,15,372,0.24,5,0,10,3,Y,0,7,0,10,4,0,0
97841035,54650,123,5,1,0.5,0.02,0.12,0.09,0,0,0,0,0.23,0,0,0,0,0.01,0.23,0,0,317.48,19.49,0,0,164.49,0,0.58,16,688,0.18,7,1,12,3,Y,0,9,3,17,7,0,1
56796077,54603,40,25,1,0.24,0.08,0.03,0.09,0.05,0.002847,0.06,0.01,0,0,0.09,0.00427,0.04,0.008541,0,6.5,133.45,1169.6,0,46.33,0,472.89,333.71,0.43,23,678,0.32,21,2,85,4,Y,0,10,8,61,7,0.34,0
61177889,54669,12,21,1,0.19,0.01,0,0.08,0.13,0.11,0.03,0.13,0.08,0,0,0.005235,0.1,0.05,0.04,28,383.93,910.54,0,118.98,83.99,683.35,194.7,0.39,19,684,0.28,23,4,61,3,Y,0,10,9,42,7,0.04,1
90485242,54619,126,3,0,0.06,0,0,0.14,0.32,0.3,0,0,0.08,0,0,0,0.07,0,0.39,208.97,0,17.49,0,0,0,198.96,0,0.09,5,206,0.25,7,1,10,2,Y,0,2,0,3,7,0,0
86381780,54656,1,17,0,0.03,0.12,0.01,0.08,0.11,0,0.12,0.05,0.02,0,0,0.004214,0.03,0,0,1402.51,0,61.89,0,110.99,110.99,907.67,249.98,0.58,17,697,0.16,15,1,69,6,Y,0,9,3,41,7,0.62,1
12654587,54650,251,5,0,0.29,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.18,69,20.99,92.89,0,0,0,0,73,0.59,8,697,0.2,4,0,12,3,N,0,4,1,13,3,1.08,0
73666898,54601,18,7,1,0.17,0.02,0.06,0.11,0.33,0.01,0.01,0.09,0.1,0,0,7.00E-06,0.02,0.01,0.03,15.54,1709.74,1268.39,0,223.5,223.5,1850.95,420.23,0.62,21,675,0.18,21,11,79,3,Y,0,11,6,32,7,0.01,0
78755717,54636,41,4,0,0.03,0.06,0.12,0.03,0.53,0.07,0,0,0.07,0,0,0,0,0,0,0,14.99,362.82,0,38.98,0,224.86,0,0.34,18,241,0.31,9,1,14,2,Y,0,8,0,3,7,0.06,0
33662648,54656,314,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,72.98,0,0,0,0,72.98,0.54,4,314,0,2,0,3,1,Y,0,1,0,1,7,0,0
34558151,54636,222,10,1,0.11,0.02,0,0.07,0.32,0.2,0,0,0,0,0,0,0.02,0,0,14.99,0,542.21,0,0,0,0,430.73,0.53,24,656,0.23,7,2,22,2,Y,0,9,3,18,7,0.31,0
60541580,54628,106,12,1,0.13,0.09,0,0,0.06,0,0.11,0.03,0.16,0,0,0.00703,0.02,0.004332,0,17.43,0,620.14,0,0,0,65.68,0,0.63,19,464,0.1,20,1,44,4,Y,0,10,5,28,7,0.78,0
92668110,54619,5,5,1,0.14,0.01,0.02,0.1,0.09,0.14,0.07,0.04,0.15,0,0,0.04,0.07,0.01,0.03,34,1267.23,190.74,0,461,461,1090,281.98,0.62,17,530,0.15,21,3,40,3,Y,0,10,4,17,7,0.06,0
87076964,54650,45,9,1,0.19,0.08,0.02,0.09,0.24,0.07,0.14,0,0.06,0,0,0,0.02,0,0,0,761.02,255.39,0,60,0,490.69,225.75,0.55,18,686,0.25,17,4,35,2,Y,0,10,3,29,7,0.05,0
90747470,54601,62,2,1,0.23,0,0,0.07,0.15,0.07,0.09,0.22,0.11,0,0,0,0.02,0,0,0,255.9,28.34,0,203.77,0,203.77,0,0.28,1,292,0.42,10,1,13,2,Y,0,0,0,8,7,0,0
26597725,54615,29,4,1,0,0.1,0.2,0.02,0.3,0.21,0.03,0,0,0,0,0.04,0.06,0,0,9.9,0,193.72,0,12.5,12.5,12.5,0,0.36,5,271,0.23,9,0,10,5,Y,0,1,0,3,7,0,0
9165082,54634,1,29,1,0.13,0.004365,0,0.1,0.35,0.11,0.009264,0.14,0.03,0,0,0.01,0.01,0.000993,0.07,20,226.64,4010.98,0,956.44,469.99,1784.14,158.4,0.61,17,345,0.16,17,5,98,6,Y,1,5,5,43,7,0.06,1
6585426,54601,314,1,0,0,0,0,0,0.62,0,0,0.27,0,0,0,0,0,0.1,0,0,0,108.74,0,0,0,0,108.74,0.49,16,377,0.26,3,0,5,1,Y,0,7,1,4,1,0,0
58118199,54601,238,1,0,0.54,0,0,0.14,0,0,0.3,0,0,0,0,0,0,0,0,0,39,86.98,0,0,0,0,0,0.52,2,238,0.3,4,0,5,2,Y,0,1,0,1,7,0,0
79533817,54642,280,3,0,0.45,0,0.47,0,0,0,0,0,0,0,0,0.06,0,0,0,0,24.99,131.47,0,0,0,0,10,0.45,11,657,0.29,3,0,7,2,Y,0,4,0,4,7,0,0
69449839,54650,6,64,1,0.2,0.06,0.01,0.09,0.05,0,0.05,0.07,0.01,0,0.01,0.02,0.05,0.01,0.004648,4478.79,62.4,814.18,0,1210.13,713.17,2594.69,26.41,0.41,24,675,0.41,35,7,353,6,Y,0,8,5,264,1,0.42,1
4926516,54601,13,4,0,0.67,0.02,0,0.1,0,0,0.14,0.05,0,0,0,0,0,0,0,0,0,213.98,0,38.99,38.99,38.99,58,0.48,14,344,0.3,5,0,9,2,N,0,5,1,2,7,0,0
72679419,54601,53,18,1,0.15,0.001442,0.00961,0.09,0.33,0.14,0,0.07,0.02,0,0,0.004245,0.1,0.005408,0.11,46.23,21.75,1918.72,0,189.53,0,745.34,351.46,0.43,18,386,0.22,20,4,79,5,Y,1,6,4,46,7,0.04,1
5486781,54601,239,2,0,0.19,0,0,0.41,0,0,0,0,0,0,0,0,0.39,0,0,20,0,81.5,0,0,0,0,0,0.56,2,245,0.18,4,0,5,2,Y,0,0,0,1,7,0,0
49667299,54601,12,13,1,0.17,0.08,0,0.22,0.05,0,0.23,0.02,0,0,0,0.003886,0.11,0.03,0,868.33,0,119.55,0,122.54,35,478.5,0,0.42,15,645,0.32,15,4,51,2,Y,0,8,4,33,7,0.04,1
98826319,54701,179,1,1,0.42,0,0,0,0,0.43,0,0,0,0,0,0,0.14,0,0.43,0,0,136.98,0,0,0,136.98,0,0.58,20,677,0,3,0,4,1,Y,0,8,0,7,1,0,0
18158265,54703,216,12,1,0.31,0,0,0.009422,0.14,0,0.11,0,0,0,0,0.02,0.01,0,0,0,0,621.85,0,0,0,0,0,0.48,24,696,0.29,9,0,31,8,Y,0,10,4,13,7,0.79,0
86376057,54703,66,4,1,0.16,0,0.17,0.13,0.22,0.09,0,0.07,0.05,0,0,0,0.05,0.007152,0.23,0,0,629.18,0,16.98,0,295.2,0,0.56,19,480,0.15,11,2,19,2,Y,0,7,2,6,6,0,0
30692471,54720,206,2,0,0.3,0,0,0.1,0.14,0.38,0,0,0,0,0,0,0,0.05,0.18,0,117,458,0,0,0,0,33,0.64,19,677,0.15,6,0,13,3,Y,0,9,2,7,7,0,0
55821017,54729,236,1,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,17.99,0,0,0,0,0,0.31,4,236,0.3,2,0,2,1,Y,0,1,0,0,7,0,0
3254692,54740,353,1,1,0.11,0,0.03,0,0.24,0,0.11,0.11,0,0.31,0,0.01,0.02,0.01,0,0,0,834.98,0,0,0,0,0,0.63,11,353,0.15,10,0,19,1,Y,0,4,0,2,7,0,0
75275714,54942,9,3,1,0.11,0.01,0,0.05,0.4,0.23,0.05,0.07,0,0,0,0,0,0,0.51,0,0,633.17,0,256.98,256.98,633.17,0,0.65,4,119,0.05,9,1,12,1,Y,0,1,0,7,4,0.05,1
31879258,54952,37,4,0,0.17,0.15,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,37.17,0,37.17,0,37.17,19.98,0,5,324,0.33,4,0,6,2,N,0,3,1,0,7,0.8,0
64598074,54915,313,1,1,0,0,0,0.14,0.47,0,0,0.23,0.14,0,0,0,0,0,0.71,0,0,187.18,0,0,0,0,187.18,0.57,14,313,0.1,4,0,4,1,Y,0,5,0,0,1,0,0
15265783,54915,31,2,1,0.31,0,0.02,0.14,0.14,0.15,0.13,0.03,0,0,0,0,0.04,0,0,0,0,666.36,0,389.66,0,666.36,0,0.53,0,530,0.25,9,2,24,1,Y,1,0,0,9,7,0,0
30444532,54956,243,1,0,0,0,0,0.16,0,0.33,0.33,0,0,0,0,0,0,0.16,0,0,0,71.97,0,0,0,0,0,0.24,0,243,0.36,5,0,6,1,Y,0,0,0,0,7,0,0
54785712,54913,61,2,0,0,0,0,0.15,0,0,0,0,0,0.52,0,0.14,0.17,0,0,0,93.98,20,0,93.98,0,93.98,0,0.46,0,272,0.31,4,0,4,2,Y,0,0,0,7,4,0,0
69289625,54914,99,2,0,0.24,0,0,0.4,0,0,0,0,0,0,0,0,0.35,0,0,0,0,49.47,0,0,0,49.47,0,0.38,19,489,0.13,3,0,3,1,Y,0,8,2,4,7,0,0
26971637,54956,288,2,0,0.31,0,0,0,0,0,0.4,0,0,0,0,0,0.28,0,0,0,0,69.74,0,0,0,0,0,0.51,2,300,0.21,3,0,3,2,Y,0,0,0,0,1,0,0
22305289,54942,245,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0.58,3,581,0.27,1,0,2,1,Y,0,1,0,6,4,0,0
52323956,54956,351,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0.68,10,541,0,1,0,3,1,Y,0,4,0,1,7,0,0
54267042,54904,347,2,0,0.59,0,0,0.21,0,0.19,0,0,0,0,0,0,0,0,0,0,0,127,29.99,0,0,0,0,0.68,15,355,0,3,0,4,2,N,0,6,0,0,4,0,0
32622896,54915,191,1,0,0.16,0.07,0,0.15,0.52,0.08,0,0,0,0,0,0,0,0,0,0,0,124.97,0,0,0,0,0,0.03,2,607,0.3,6,0,6,1,Y,0,1,0,1,7,0,0
61630045,54136,145,7,1,0.13,0.02,0.24,0.02,0.32,0.15,0,0,0.07,0,0,0,0,0.00598,0.42,0,14.99,559.8,102.48,0,0,68.49,0,0.53,7,288,0.21,11,2,21,3,Y,0,1,0,6,7,0,1
70028029,54945,187,1,1,0,0,0,0,0.62,0.37,0,0,0,0,0,0,0,0,1,0,0,158,0,0,0,0,0,0.69,14,554,0,2,0,2,1,Y,0,8,1,3,7,0,0
6203623,54941,120,1,0,0,0,0,0.44,0,0,0,0,0.55,0,0,0,0,0,0.55,0,0,89.98,0,0,0,89.98,0,0.56,1,120,0.24,2,0,2,1,Y,0,0,0,0,7,0,0
76093896,54915,224,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0.69,0,635,0,1,0,2,1,Y,0,0,0,2,7,0,0
64791079,54901,208,1,0,0.14,0,0,0.18,0.4,0,0,0.26,0,0,0,0,0,0,0,0,0,206.99,0,0,0,0,0,0.66,12,495,0.1,4,1,4,2,Y,0,7,1,2,6,0,0
57870045,54981,221,4,1,0.05,0,0,0.05,0.24,0.16,0,0,0.13,0,0.12,0,0,0,0,0,0,576.42,0,0,0,0,0,0.5,12,641,0.08,8,1,15,3,Y,0,6,0,7,7,0.28,0
80762380,54935,39,3,0,0.21,0,0,0,0.39,0,0,0.39,0,0,0,0,0,0,0,0,0,125.96,34.99,34.99,0,34.99,0,0.5,6,334,0.19,3,0,5,3,Y,0,3,1,3,1,0,0
58816389,54913,65,3,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0.19,0,0,0,0,76.39,0,27.49,0,76.39,0,0.47,3,466,0.3,3,0,3,2,Y,0,0,0,15,3,0.37,0
1596195,54915,340,1,1,0.8,0,0.1,0,0,0.06,0,0,0,0,0,0.02,0,0,0,0,0,134.02,0,0,0,0,0,0.21,16,340,0.37,4,0,9,1,Y,0,6,0,0,7,0,0
47575859,54986,36,8,0,0.08,0.06,0.08,0.03,0.05,0,0.25,0.11,0.17,0,0,0.01,0.05,0.04,0,0,0,61,191.32,62.85,0,72.84,0,0.36,9,422,0.33,17,0,20,3,Y,0,2,0,6,4,0,0
88828864,55077,12,13,1,0.33,0.03,0,0.07,0.15,0,0.12,0.03,0.09,0,0.09,0.04,0,0.008026,0,0,0,747.53,0,135.84,49,572.58,49,0.51,26,688,0.24,15,2,29,3,Y,0,9,5,37,1,0,0
72731552,55068,71,2,1,0,0.16,0,0.08,0.34,0.11,0.1,0.13,0,0,0,0,0.04,0,0,0,0,387.62,0,69.97,0,387.62,0,0.52,4,171,0.12,9,1,13,2,Y,0,1,0,7,7,0,0
27269813,55075,321,1,0,0,0,0,0,0.32,0.19,0,0,0,0.42,0,0,0.05,0,0.51,0,0,305.99,0,0,0,0,305.99,0.69,15,321,0,4,0,4,1,Y,0,4,0,0,7,0,0
76716578,55009,336,1,0,0.71,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,0,0,69,0,0,0,0,0,0.72,15,604,0,3,0,3,1,Y,0,9,1,3,7,0,0
29122417,55076,173,4,0,0.04,0,0,0.17,0.29,0.2,0,0,0,0.12,0,0,0.02,0.02,0.37,0,0,519.24,0,0,0,361.24,0,0.61,10,644,0.15,8,2,13,2,Y,0,3,1,9,7,0.11,0
73783816,55057,36,3,1,0.16,0,0.07,0.13,0.29,0.06,0,0.08,0,0.11,0,0.02,0.02,0.01,0.11,0,0,768.07,0,310.45,0,768.07,0,0.57,2,106,0.17,11,1,23,2,Y,0,0,0,4,1,0,0
76441791,55009,13,6,1,0,0.03,0.17,0,0.25,0,0.36,0,0,0,0,0,0.03,0,0.25,68,238.64,24.98,0,218.12,218.12,218.12,19.5,0.49,9,463,0.28,5,0,11,4,Y,1,3,0,24,4,0.16,1
80799775,55066,289,3,0,0,0,0,0.25,0,0.74,0,0,0,0,0,0,0,0,0.74,0,0,157.99,0,0,0,0,0,0.66,14,356,0,2,0,3,2,Y,0,6,0,1,4,0,0
61810214,55024,215,4,1,0.2,0.03,0.09,0.06,0.17,0.15,0.04,0,0,0,0,0.02,0.09,0.01,0.08,0,0,316.51,115.44,0,0,0,353.61,0.32,13,376,0.31,13,0,26,4,Y,0,6,1,3,7,0.08,0
77629050,55075,26,11,1,0.18,0.04,0,0.18,0,0.03,0.15,0.005698,0,0,0,0,0.15,0,0,0,0,610.98,0,102.07,14.99,506.52,0,0.35,15,631,0.32,11,1,43,4,Y,0,6,2,32,7,0.28,0
7175663,55014,352,6,0,0.1,0,0,0.09,0.25,0.14,0.02,0.05,0,0,0,0,0,0.02,0,0,0,547,0,0,0,0,0,0.62,20,620,0.13,10,0,16,4,Y,0,11,1,4,7,0.39,0
48211343,55025,236,3,0,0.14,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,156.73,0,0,0,0,0,0.53,6,267,0.15,4,0,8,2,N,0,2,0,1,7,0.63,0
85514014,55024,153,7,0,0.54,0.03,0,0.04,0,0,0.13,0.02,0.03,0,0,0.02,0.07,0.01,0,0,466.17,20,19.99,0,0,19.99,79,0.5,17,493,0.23,10,0,24,5,N,0,9,2,6,7,0.05,0
9995572,55071,152,8,0,0.27,0.07,0.03,0.09,0,0.02,0.09,0.15,0.2,0,0,0.03,0,0.01,0.06,0,0,863.91,0,0,0,346.5,0,0.58,18,659,0.09,16,0,28,3,Y,0,6,2,14,7,0,1
50666174,55025,253,4,0,0.17,0,0,0.08,0.24,0.17,0.05,0.15,0,0,0,0,0.06,0.05,0.36,0,0,407.45,0,0,0,0,0,0.59,6,618,0.13,8,0,15,2,Y,0,2,0,1,4,0,0
547911,55044,180,1,1,0.69,0,0,0,0,0.24,0,0,0,0,0,0,0,0.05,0,0,0,205.97,0,0,0,205.97,0,0.56,18,405,0.16,3,0,8,1,Y,0,9,0,6,7,0,0
49171734,55016,14,11,0,0.35,0.01,0.03,0.12,0.15,0.05,0,0.06,0.05,0,0,0.01,0.04,0.005613,0,0,0,125,854.95,202.98,202.98,361.68,149.43,0.53,7,389,0.16,20,1,47,2,Y,0,1,0,4,7,0.09,0
457730,55016,26,13,0,0.28,0.11,0.008072,0.13,0,0.05,0.16,0.04,0.02,0,0,0.08,0.01,0,0,0,0,34,443.14,146.68,38.16,260.43,59.98,0.39,12,669,0.24,16,2,46,3,Y,0,2,0,14,7,0.08,1
27243884,55044,267,2,0,0.3,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,114.5,0,0,0,0,0,0.09,3,281,0.49,2,0,3,2,N,0,0,0,0,7,0.43,0
41459871,55044,134,5,0,0.22,0,0,0.16,0,0,0.12,0.09,0,0,0,0,0.07,0.03,0,0,0,338.99,0,0,0,111,78,0.61,18,602,0.15,8,1,14,2,N,0,10,3,5,3,0.4,0
15664831,55016,55,6,0,0.34,0,0.04,0.1,0,0,0.29,0.04,0,0,0,0,0,0,0,0,0,425.76,0,23.98,0,23.98,0,0.14,15,698,0.28,6,0,17,2,Y,0,9,0,8,7,0.19,0
15265072,55016,12,9,1,0.28,0.03,0,0.01,0.06,0.11,0.04,0.15,0,0,0,0,0,0.09,0,0,0,15,238.64,11.98,11.98,11.98,15,0.4,19,656,0.27,9,1,18,3,Y,0,4,0,17,7,0.23,0
7417418,55042,54,5,1,0.07,0.04,0.2,0.19,0.13,0.08,0.04,0,0,0.17,0,0.01,0.02,0.008403,0,0,0,527.2,0,84.93,0,216.14,296.06,0.43,19,642,0.23,12,1,21,1,Y,0,5,2,8,7,0,0
149948,55044,279,3,0,0,0.09,0.27,0.17,0,0,0.19,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0.6,1,304,0.04,5,0,6,1,N,0,0,0,0,7,0.34,0
9209994,55016,44,5,0,0.24,0,0,0.12,0.34,0.2,0,0,0.09,0,0,0,0,0,0,0,48,271.47,0,14.99,0,92.98,0,0.56,17,676,0.08,6,0,9,3,Y,0,8,2,9,7,0,0
941874,55016,278,3,0,0.48,0.03,0,0,0,0,0.12,0.21,0,0,0,0,0,0,0,0,0,146.99,127.95,0,0,0,254.95,0.61,24,581,0.02,6,0,10,3,Y,0,6,0,1,7,0.17,0
66498317,55016,363,1,0,0,0,0.77,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,151.5,0,0,0,0,0,0.61,15,509,0.18,2,0,4,1,Y,0,8,1,1,7,0,0
11678877,55016,27,2,0,0,0,0,0.17,0.27,0,0,0,0,0,0,0,0.13,0,0.41,0,0,79.5,0,84.5,84.5,84.5,0,0.46,6,631,0.37,5,0,5,2,Y,0,1,1,5,7,0.8,0
36370334,55044,123,1,1,0,0,0,0,0,0.29,0,0,0,0.7,0,0,0,0,0.29,0,0,198.99,0,0,0,198.99,0,0.65,18,687,0,2,0,2,1,Y,0,7,1,5,7,0,0
45937074,55025,293,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.75,0,0,0,0,0,0.42,13,293,0.45,1,0,5,1,Y,0,4,0,1,7,0,0
